Movie_Name,Votes,Gross_collection_millions,Certification,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3
The Karate Kid,196381,176.59,PG,Jackie Chan,Jaden Smith,Taraji P. Henson,Wenwen Han,Action,Drama,Family
Alien Resurrection,256140,47.75,18,Sigourney Weaver,Winona Ryder,Dominique Pinon,Ron Perlman,Action,Horror,Sci-Fi
Johnny English Strikes Again,79438,4.41,PG,Rowan Atkinson,Ben Miller,Olga Kurylenko,Emma Thompson,Action,Adventure,Comedy
Captain Underpants: The First Epic Movie,30835,73.92,U,Kevin Hart,Thomas Middleditch,Ed Helms,Nick Kroll,Animation,Action,Adventure
Men in Black II,390655,190.42,PG,Tommy Lee Jones,Will Smith,Rip Torn,Lara Flynn Boyle,Action,Adventure,Comedy
Total Recall,261204,58.88,12A,Colin Farrell,Bokeem Woodbine,Bryan Cranston,Kate Beckinsale,Action,Adventure,Sci-Fi
Mad Max Beyond Thunderdome,142918,36.2,15,Mel Gibson,Tina Turner,Bruce Spence,Adam Cockburn,Action,Adventure,Sci-Fi
300: Rise of an Empire,309647,106.58,15,Sullivan Stapleton,Eva Green,Lena Headey,Hans Matheson,Action,Drama,
TMNT,66993,54.15,PG,Patrick Stewart,Mako,Chris Evans,Sarah Michelle Gellar,Animation,Action,Adventure
Knowing,241943,79.96,15,Nicolas Cage,Chandler Canterbury,Rose Byrne,Lara Robinson,Action,Mystery,Sci-Fi
Dick Tracy,64189,103.74,PG,Warren Beatty,Madonna,Al Pacino,Charlie Korsmo,Action,Comedy,Crime
Hitman,174756,39.69,15,Timothy Olyphant,Dougray Scott,Olga Kurylenko,Robert Knepper,Action,Crime,Thriller
Rush Hour 3,177177,140.13,12A,Jackie Chan,Chris Tucker,Max von Sydow,Hiroyuki Sanada,Action,Comedy,Crime
Kindergarten Cop,157541,91.46,15,Arnold Schwarzenegger,Penelope Ann Miller,Pamela Reed,Linda Hunt,Action,Comedy,Crime
In the Shadow of the Moon,57238,N/A,15,Boyd Holbrook,Cleopatra Coleman,Bokeem Woodbine,Michael C. Hall,Action,Crime,Mystery
Austin Powers in Goldmember,217498,213.31,12,Mike Myers,Beyoncé,Seth Green,Michael York,Action,Adventure,Comedy
Maze Runner: The Death Cure,152444,58.03,12A,Dylan O'Brien,Ki Hong Lee,Kaya Scodelario,Thomas Brodie-Sangster,Action,Adventure,Sci-Fi
Johnny English,168685,28.08,PG,Rowan Atkinson,John Malkovich,Natalie Imbruglia,Tasha de Vasconcelos,Action,Adventure,Comedy
Moonraker,105524,70.31,A,Roger Moore,Lois Chiles,Michael Lonsdale,Richard Kiel,Action,Adventure,Sci-Fi
Reign of Fire,141912,43.06,12,Matthew McConaughey,Christian Bale,Izabella Scorupco,Gerard Butler,Action,Adventure,Fantasy
Jack Ryan: Shadow Recruit,135856,50.58,12A,Chris Pine,Kevin Costner,Keira Knightley,Kenneth Branagh,Action,Drama,Thriller
Insurgent,247185,130.18,12A,Shailene Woodley,Ansel Elgort,Theo James,Kate Winslet,Action,Adventure,Sci-Fi
47 Ronin,166740,38.36,12A,Keanu Reeves,Hiroyuki Sanada,Kô Shibasaki,Tadanobu Asano,Action,Drama,Fantasy
Small Soldiers,103083,54.68,PG,Kirsten Dunst,Gregory Smith,David Cross,Jay Mohr,Action,Adventure,Comedy
Zathura: A Space Adventure,110756,29.26,PG,Josh Hutcherson,Jonah Bobo,Dax Shepard,Tim Robbins,Action,Adventure,Comedy
Outlander,77358,0.16,15,Jim Caviezel,Sophia Myles,Ron Perlman,Jack Huston,Action,Adventure,Sci-Fi
The Cannonball Run,38529,72.18,A,Burt Reynolds,Roger Moore,Farrah Fawcett,Dom DeLuise,Action,Comedy,Sport
Kate,66963,N/A,15,Mary Elizabeth Winstead,Woody Harrelson,Miku Patricia Martineau,Tadanobu Asano,Action,Adventure,Crime
The Devil's Own,69245,42.87,15,Harrison Ford,Brad Pitt,Margaret Colin,Rubén Blades,Action,Crime,Drama
Parker,126603,17.62,15,Jason Statham,Jennifer Lopez,Michael Chiklis,Nick Nolte,Action,Crime,Thriller
Inferno,183817,34.34,12A,Tom Hanks,Felicity Jones,Irrfan Khan,Ben Foster,Action,Adventure,Crime
Spenser Confidential,93844,N/A,15,Mark Wahlberg,Winston Duke,Alan Arkin,Iliza Shlesinger,Action,Comedy,Crime
Dracula Untold,202482,56.28,15,Luke Evans,Dominic Cooper,Sarah Gadon,Art Parkinson,Action,Drama,Fantasy
Deliver Us from Evil,81547,30.58,15,Eric Bana,Edgar Ramírez,Olivia Munn,Chris Coy,Action,Adventure,Crime
Shanghai Knights,110157,60.48,12A,Jackie Chan,Owen Wilson,Fann Wong,Aaron Taylor-Johnson,Action,Adventure,Comedy
The Silencing,29069,N/A,15,Nikolaj Coster-Waldau,Caleb Ellsworth-Clark,Josh Cruddas,Annabelle Wallis,Action,Crime,Mystery
The Wall,29086,1.8,15,Aaron Taylor-Johnson,John Cena,Laith Nakli,N/A,Action,Drama,Thriller
Copshop,35375,N/A,15,Gerard Butler,Frank Grillo,Alexis Louder,Toby Huss,Action,Thriller,
Takers,64596,57.74,12A,Chris Brown,Hayden Christensen,Matt Dillon,Michael Ealy,Action,Crime,Drama
Grimsby,107553,6.86,15,Sacha Baron Cohen,Mark Strong,Rebel Wilson,Freddie Crowder,Action,Adventure,Comedy
3 Days to Kill,95971,30.7,12A,Kevin Costner,Hailee Steinfeld,Connie Nielsen,Amber Heard,Action,Comedy,Drama
American Assassin,86339,36.25,18,Dylan O'Brien,Michael Keaton,Sanaa Lathan,Taylor Kitsch,Action,Thriller,
Taken 2,315564,139.85,15,Liam Neeson,Famke Janssen,Maggie Grace,Leland Orser,Action,Crime,Thriller
Rogue,32443,0.01,15,Michael Vartan,Radha Mitchell,Sam Worthington,Caroline Brazier,Action,Drama,Horror
Cold Pursuit,73149,32.14,15,Liam Neeson,Laura Dern,Micheál Neeson,Michael Eklund,Action,Comedy,Crime
Redemption,74865,0.03,15,Jason Statham,Agata Buzek,Vicky McClure,Benedict Wong,Action,Crime,Drama
Time Trap,40619,N/A,12,Reiley McClendon,Cassidy Gifford,Brianne Howey,Olivia Draguicevich,Action,Adventure,Mystery
A.W.O.L.: Absent Without Leave,38273,24.08,18,Jean-Claude Van Damme,Harrison Page,Deborah Rennard,Lisa Pelikan,Action,Crime,Drama
Eraser,115892,101.3,15,Arnold Schwarzenegger,Vanessa Williams,James Caan,James Coburn,Action,Crime,Thriller
Death Race 2000,29494,8.0,N/A,David Carradine,Sylvester Stallone,Simone Griffeth,Mary Woronov,Action,Comedy,Sci-Fi
Tower Heist,148516,78.05,12A,Eddie Murphy,Ben Stiller,Casey Affleck,Alan Alda,Action,Comedy,Crime
War,94568,22.49,18,Jet Li,Jason Statham,Nadine Velazquez,John Lone,Action,Crime,Thriller
Feast,33071,0.05,18,Navi Rawat,Krista Allen,Balthazar Getty,Judah Friedlander,Action,Comedy,Horror
Keanu,50874,20.57,15,Keegan-Michael Key,Jordan Peele,Tiffany Haddish,Method Man,Action,Comedy,Crime
Next,163115,18.21,12A,Nicolas Cage,Julianne Moore,Jessica Biel,Thomas Kretschmann,Action,Sci-Fi,Thriller
The Toxic Avenger,30356,N/A,18,Andree Maranda,Mitch Cohen,Jennifer Babtist,Cindy Manion,Action,Comedy,Horror
Resident Evil: Extinction,201315,50.65,15,Milla Jovovich,Ali Larter,Oded Fehr,Iain Glen,Action,Horror,Sci-Fi
The Losers,105109,23.58,12A,Idris Elba,Zoe Saldana,Jeffrey Dean Morgan,Chris Evans,Action,Adventure,Comedy
Hard Target,54213,32.59,18,Jean-Claude Van Damme,Lance Henriksen,Yancy Butler,Chuck Pfarrer,Action,Crime,Thriller
Stuber,49947,22.37,15,Dave Bautista,Kumail Nanjiani,Mira Sorvino,Natalie Morales,Action,Comedy,Crime
The Saint,70896,61.36,12,Val Kilmer,Elisabeth Shue,Rade Serbedzija,Valeriy Nikolaev,Action,Adventure,Romance
Kung Pow: Enter the Fist,47608,16.03,12,Steve Oedekerk,Fei Lung,Leo Lee,Ling-Ling Hsieh,Action,Comedy,
The Outsider,27821,N/A,18,Jared Leto,Tadanobu Asano,Kippei Shîna,Shioli Kutsuna,Action,Crime,Drama
The Eagle,72356,19.49,12A,Channing Tatum,Jamie Bell,Donald Sutherland,István Göz,Action,Adventure,Drama
Last Knights,44514,N/A,12A,Clive Owen,Morgan Freeman,Aksel Hennie,Payman Maadi,Action,Drama,History
The Boondock Saints II: All Saints Day,65950,10.27,18,Sean Patrick Flanery,Norman Reedus,Billy Connolly,Clifton Collins Jr.,Action,Thriller,
Rising Sun,47431,63.1,18,Sean Connery,Wesley Snipes,Harvey Keitel,Cary-Hiroyuki Tagawa,Action,Crime,Drama
Loaded Weapon 1,50043,27.98,PG,Emilio Estevez,Samuel L. Jackson,Jon Lovitz,Tim Curry,Action,Comedy,Crime
Pokémon: The First Movie,44696,85.74,PG,Veronica Taylor,Rachael Lillis,Eric Stuart,Rica Matsumoto,Animation,Action,Adventure
Blown Away,32776,30.16,15,Jeff Bridges,Tommy Lee Jones,Suzy Amis,Lloyd Bridges,Action,Crime,Drama
Destroyer,30893,1.53,15,Nicole Kidman,Toby Kebbell,Tatiana Maslany,Sebastian Stan,Action,Crime,Drama
Astro Boy,38592,19.55,PG,Freddie Highmore,Nicolas Cage,Kristen Bell,Charlize Theron,Animation,Action,Adventure
After the Sunset,48960,28.33,12A,Pierce Brosnan,Salma Hayek,Woody Harrelson,Don Cheadle,Action,Comedy,Crime
A Lonely Place to Die,30167,N/A,15,Alec Newman,Ed Speleers,Melissa George,Kate Magowan,Action,Adventure,Crime
Mr,28173,12.67,15,Jackie Chan,Richard Norton,Miki Lee,Karen McLymont,Action,Adventure,Comedy
Money Talks,30579,41.07,18,Charlie Sheen,Chris Tucker,Heather Locklear,Elise Neal,Action,Comedy,Crime
The Warrior's Way,26868,5.66,15,Jang Dong-Gun,Kate Bosworth,Geoffrey Rush,Danny Huston,Action,Drama,Fantasy
Dabangg,33552,4.63,15,Salman Khan,Sonakshi Sinha,Sonu Sood,Arbaaz Khan,Action,Comedy,Crime
Ong Bak 2,31437,0.1,15,Tony Jaa,Sarunyu Wongkrachang,Sorapong Chatree,Primrata Dej-Udom,Action,,
Toofaan,51851,N/A,UA,Farhan Akhtar,Mrunal Thakur,Paresh Rawal,Mohan Agashe,Action,Drama,Sport
The Legend of Tomiris,42730,N/A,N/A,Ghassan Massoud,Eduardo Minett,Aizhan Lighg,Zarina Yeva,Action,Drama,History
Transformers: Rise of the Beasts,66466,N/A,12A,Anthony Ramos,Dominique Fishback,Luna Lauren Velez,Dean Scott Vazquez,Action,Adventure,Sci-Fi
Mission: Impossible II,364397,215.41,15,Tom Cruise,Dougray Scott,Thandiwe Newton,Ving Rhames,Action,Adventure,Thriller
Ant-Man and the Wasp: Quantumania,195984,N/A,12A,Paul Rudd,Evangeline Lilly,Michael Douglas,Michelle Pfeiffer,Action,Adventure,Comedy
Birds of Prey,253518,84.16,15,Margot Robbie,Rosie Perez,Mary Elizabeth Winstead,Jurnee Smollett,Action,Comedy,Crime
Never Say Never Again,70907,55.5,12,Sean Connery,Kim Basinger,Klaus Maria Brandauer,Max von Sydow,Action,Adventure,Thriller
Justice League,467219,229.02,12A,Ben Affleck,Gal Gadot,Jason Momoa,Ezra Miller,Action,Adventure,Fantasy
The Lost City,137522,105.34,12A,Sandra Bullock,Channing Tatum,Daniel Radcliffe,Da'Vine Joy Randolph,Action,Adventure,Comedy
Ambulance,85692,22.78,15,Jake Gyllenhaal,Yahya Abdul-Mateen II,Eiza González,Garret Dillahunt,Action,Crime,Drama
Rampage,178209,101.03,12A,Dwayne Johnson,Naomie Harris,Malin Akerman,Jeffrey Dean Morgan,Action,Adventure,Sci-Fi
Mortal Engines,133406,15.95,12A,Hera Hilmar,Robert Sheehan,Hugo Weaving,Jihae,Action,Adventure,Fantasy
6 Underground,188456,N/A,15,Ryan Reynolds,Mélanie Laurent,Manuel Garcia-Rulfo,Ben Hardy,Action,Thriller,
Hotel Artemis,56412,6.71,15,Jodie Foster,Sofia Boutella,Dave Bautista,Sterling K. Brown,Action,Crime,Drama
Jurassic World: Fallen Kingdom,331079,417.72,12,Chris Pratt,Bryce Dallas Howard,Rafe Spall,Justice Smith,Action,Adventure,Sci-Fi
Snow White and the Huntsman,296897,155.33,12A,Kristen Stewart,Chris Hemsworth,Charlize Theron,Sam Claflin,Action,Adventure,Drama
Mortal Kombat,183085,42.2,15,Lewis Tan,Jessica McNamee,Josh Lawson,Joe Taslim,Action,Adventure,Fantasy
Ride Along,119644,134.94,12A,Ice Cube,Kevin Hart,Tika Sumpter,John Leguizamo,Action,Comedy,Crime
The Huntsman: Winter's War,115631,48.39,12A,Chris Hemsworth,Jessica Chastain,Charlize Theron,Emily Blunt,Action,Adventure,Drama
The Hitman's Wife's Bodyguard,101598,N/A,15,Ryan Reynolds,Samuel L. Jackson,Salma Hayek,Antonio Banderas,Action,Comedy,Crime
Superman Returns,288406,200.08,12A,Brandon Routh,Kevin Spacey,Kate Bosworth,James Marsden,Action,Adventure,Sci-Fi
Jack Reacher: Never Go Back,167297,58.7,12A,Tom Cruise,Cobie Smulders,Aldis Hodge,Robert Knepper,Action,Crime,Drama
Day Shift,84870,N/A,18,Jamie Foxx,Dave Franco,Natasha Liu Bordizzo,Meagan Good,Action,Comedy,Fantasy
Lightyear,116747,118.31,PG,Chris Evans,Keke Palmer,Peter Sohn,Taika Waititi,Animation,Action,Adventure
San Andreas,248596,155.19,12A,Dwayne Johnson,Carla Gugino,Alexandra Daddario,Colton Haynes,Action,Adventure,Thriller
RoboCop,234885,58.61,12A,Joel Kinnaman,Gary Oldman,Michael Keaton,Abbie Cornish,Action,Crime,Sci-Fi
Gunpowder Milkshake,48474,N/A,15,Karen Gillan,Lena Headey,Carla Gugino,Michelle Yeoh,Action,Crime,Thriller
Die Another Day,224611,160.94,12A,Pierce Brosnan,Halle Berry,Rosamund Pike,Toby Stephens,Action,Adventure,Thriller
Lou,30762,N/A,15,Allison Janney,Jurnee Smollett,Logan Marshall-Green,Ridley Asha Bateman,Action,Adventure,Crime
Days of Thunder,93313,82.67,12,Tom Cruise,Nicole Kidman,Robert Duvall,Randy Quaid,Action,Drama,Sport
Hansel & Gretel: Witch Hunters,212391,55.7,15,Jeremy Renner,Gemma Arterton,Peter Stormare,Famke Janssen,Action,Fantasy,Horror
The Expendables 3,189374,39.32,12A,Sylvester Stallone,Jason Statham,Jet Li,Antonio Banderas,Action,Adventure,Thriller
The Postman,76312,17.63,15,Kevin Costner,Will Patton,Larenz Tate,Olivia Williams,Action,Adventure,Drama
The Girl in the Spider's Web,49868,14.84,15,Claire Foy,Beau Gadsdon,Sverrir Gudnason,LaKeith Stanfield,Action,Crime,Drama
Krull,35148,16.52,PG,Ken Marshall,Lysette Anthony,Freddie Jones,Francesca Annis,Action,Adventure,Fantasy
Jumper,315582,80.17,12A,Hayden Christensen,Samuel L. Jackson,Jamie Bell,Rachel Bilson,Action,Adventure,Sci-Fi
Rambo: Last Blood,104742,44.82,18,Sylvester Stallone,Paz Vega,Sergio Peris-Mencheta,Adriana Barraza,Action,Crime,Thriller
I Am Number Four,242731,55.1,12A,Alex Pettyfer,Timothy Olyphant,Dianna Agron,Teresa Palmer,Action,Adventure,Sci-Fi
Lifeforce,27790,11.6,18,Steve Railsback,Mathilda May,Peter Firth,Frank Finlay,Action,Horror,Mystery
The Karate Kid Part II,95314,115.1,PG,Pat Morita,Ralph Macchio,Pat E. Johnson,Bruce Malmuth,Action,Family,Sport
The Protégé,35517,N/A,15,Michael Keaton,Maggie Q,Samuel L. Jackson,David Rintoul,Action,Thriller,
Mile 22,84117,36.11,18,Mark Wahlberg,Lauren Cohan,Iko Uwais,John Malkovich,Action,Thriller,
Crawl,89668,39.01,15,Kaya Scodelario,Barry Pepper,Morfydd Clark,Ross Anderson,Action,Adventure,Horror
Speed Racer,76623,43.95,PG,Emile Hirsch,Matthew Fox,Christina Ricci,Nicholas Elia,Action,Adventure,Comedy
Dora and the Lost City of Gold,32684,60.48,PG,Isabela Merced,Eugenio Derbez,Michael Peña,Eva Longoria,Action,Adventure,Comedy
Resident Evil: Apocalypse,205587,51.2,15,Milla Jovovich,Sienna Guillory,Eric Mabius,Oded Fehr,Action,Horror,Sci-Fi
Mystery Men,69269,29.76,PG,Ben Stiller,Janeane Garofalo,William H. Macy,Hank Azaria,Action,Comedy,Fantasy
The Sorcerer's Apprentice,166780,63.15,PG,Nicolas Cage,Jay Baruchel,Alfred Molina,Teresa Palmer,Action,Adventure,Family
Blitz,89368,N/A,18,Jason Statham,Paddy Considine,Aidan Gillen,Zawe Ashton,Action,Crime,Thriller
Code 8,42628,N/A,15,Kari Matchett,Robbie Amell,Penny Eizenga,Lawrence Bayne,Action,Crime,Drama
Blood Red Sky,52346,N/A,18,Peri Baumeister,Carl Anton Koch,Alexander Scheer,Kais Setti,Action,Adventure,Drama
Universal Soldier,93535,36.3,18,Jean-Claude Van Damme,Dolph Lundgren,Ally Walker,Ed O'Ross,Action,Sci-Fi,
Deep Rising,39426,11.2,15,Treat Williams,Famke Janssen,Anthony Heald,Kevin J. O'Connor,Action,Adventure,Horror
The Promise,177459,N/A,12A,Oscar Isaac,Charlotte Le Bon,Christian Bale,Daniel Giménez Cacho,Action,Adventure,Drama
Solomon Kane,75176,N/A,15,James Purefoy,Max von Sydow,Rachel Hurd-Wood,Pete Postlethwaite,Action,Adventure,Fantasy
Red Heat,73967,34.99,18,Arnold Schwarzenegger,Jim Belushi,Peter Boyle,Ed O'Ross,Action,Comedy,Crime
Big Stan,46153,N/A,15,Rob Schneider,David Carradine,Sally Kirkland,Jennifer Morrison,Action,Comedy,
Crank 2: High Voltage,155014,13.63,18,Jason Statham,Amy Smart,Clifton Collins Jr.,Dwight Yoakam,Action,Crime,Thriller
Flight of the Phoenix,55848,21.01,12A,Dennis Quaid,Miranda Otto,Giovanni Ribisi,Tyrese Gibson,Action,Adventure,Drama
Push,114062,31.81,12A,Camilla Belle,Dakota Fanning,Chris Evans,Colin Ford,Action,Sci-Fi,Thriller
Broken Arrow,102711,70.77,15,John Travolta,Christian Slater,Samantha Mathis,Delroy Lindo,Action,Adventure,Thriller
John Carpenter's Vampires,61847,20.24,18,James Woods,Daniel Baldwin,Sheryl Lee,Thomas Ian Griffith,Action,Horror,Thriller
Sphere,109821,37.02,12,Dustin Hoffman,Sharon Stone,Samuel L. Jackson,Peter Coyote,Action,Mystery,Sci-Fi
Windtalkers,71729,40.91,15,Nicolas Cage,Adam Beach,Peter Stormare,Noah Emmerich,Action,Drama,War
Point of No Return,29387,30.04,18,Bridget Fonda,Gabriel Byrne,Dermot Mulroney,Miguel Ferrer,Action,Crime,Drama
Romeo Must Die,72401,55.97,15,Jet Li,Aaliyah,Isaiah Washington,Russell Wong,Action,Crime,Thriller
The Sentinel,51247,36.28,12A,Michael Douglas,Kiefer Sutherland,Kim Basinger,Eva Longoria,Action,Crime,Thriller
Hit and Run,36986,13.75,15,Dax Shepard,Kristen Bell,Bradley Cooper,Kristin Chenoweth,Action,Adventure,Comedy
Red State,66008,1.1,18,Michael Parks,Melissa Leo,John Goodman,Michael Angarano,Action,Crime,Horror
30 Minutes or Less,104655,37.05,15,Jesse Eisenberg,Danny McBride,Nick Swardson,Aziz Ansari,Action,Comedy,Crime
The Collection,52349,12.84,18,Josh Stewart,Emma Fitzpatrick,Christopher McDonald,Randall Archer,Action,Adventure,Horror
Jimmy Neutron: Boy Genius,36795,80.94,U,Debi Derryberry,Rob Paulsen,Megan Cavanagh,Mark DeCarlo,Animation,Action,Adventure
The Jewel of the Nile,60416,75.97,PG,Michael Douglas,Kathleen Turner,Danny DeVito,Spyros Fokas,Action,Adventure,Comedy
Sky Captain and the World of Tomorrow,86420,37.76,PG,Gwyneth Paltrow,Jude Law,Angelina Jolie,Giovanni Ribisi,Action,Adventure,Mystery
American Ultra,94288,14.43,15,Jesse Eisenberg,Kristen Stewart,Connie Britton,John Leguizamo,Action,Comedy,
Heist,31817,N/A,15,Robert De Niro,Jeffrey Dean Morgan,Dave Bautista,Kate Bosworth,Action,Crime,Drama
Ironclad,43056,N/A,15,Paul Giamatti,Jason Flemyng,Brian Cox,James Purefoy,Action,Drama,History
The Lovebirds,27123,N/A,15,Issa Rae,Kumail Nanjiani,Paul Sparks,Anna Camp,Action,Comedy,Crime
Hobo with a Shotgun,47726,0.7,18,Rutger Hauer,Pasha Ebrahimi,Robb Wells,Brian Downey,Action,Comedy,Horror
Out for Justice,25071,39.67,18,Steven Seagal,William Forsythe,Jerry Orbach,Jo Champa,Action,Crime,Drama
Mercury Rising,76365,32.94,15,Bruce Willis,Miko Hughes,Alec Baldwin,Chi McBride,Action,Crime,Drama
Undisputed,33626,12.76,15,Wesley Snipes,Ving Rhames,Peter Falk,Michael Rooker,Action,Crime,Drama
Gringo,31430,4.97,15,Joel Edgerton,Charlize Theron,David Oyelowo,Thandiwe Newton,Action,Comedy,Crime
Broken City,82367,19.7,15,Mark Wahlberg,Russell Crowe,Catherine Zeta-Jones,Jeffrey Wright,Action,Crime,Drama
"Tomorrow, When the War Began",31639,N/A,12A,Caitlin Stasey,Rachel Hurd-Wood,Lincoln Lewis,Deniz Akdeniz,Action,Adventure,Drama
15 Minutes,51302,24.4,18,Robert De Niro,Edward Burns,Kelsey Grammer,Avery Brooks,Action,Crime,Drama
The Replacement Killers,29938,18.97,18,Chow Yun-Fat,Mira Sorvino,Michael Rooker,Kenneth Tsang,Action,Crime,Thriller
Justice,47266,0.04,15,Nicolas Cage,January Jones,Guy Pearce,Harold Perrineau,Action,Crime,Drama
Chennai Express,59191,5.31,12A,Deepika Padukone,Shah Rukh Khan,Sathyaraj,Nikitin Dheer,Action,Comedy,Drama
Conquest of the Planet of the Apes,34424,9.81,U,Roddy McDowall,Don Murray,Ricardo Montalban,Natalie Trundy,Action,Sci-Fi,
Murder at 1600,32138,25.83,A,Wesley Snipes,Diane Lane,Daniel Benzali,Dennis Miller,Action,Crime,Drama
Welcome to the Punch,34141,0.01,15,James McAvoy,Mark Strong,Andrea Riseborough,Peter Mullan,Action,Crime,Thriller
Antitrust,29915,10.97,12,Ryan Phillippe,Tim Robbins,Rachael Leigh Cook,Claire Forlani,Action,Crime,Drama
2.0,25886,5.57,12A,Rajinikanth,Akshay Kumar,Amy Jackson,Adil Hussain,Action,Sci-Fi,Thriller
Thunivu,28001,N/A,UA,Ajith Kumar,Manju Warrier,Samuthirakani,John Kokken,Action,Crime,Thriller
Sooryavanshi,78127,N/A,12A,Akshay Kumar,Katrina Kaif,Ajay Devgn,Ranveer Singh,Action,Crime,Thriller
Shazam! Fury of the Gods,101825,N/A,12A,Zachary Levi,Asher Angel,Jack Dylan Grazer,Rachel Zegler,Action,Adventure,Comedy
Immortals,173368,83.5,15,Henry Cavill,Mickey Rourke,John Hurt,Stephen Dorff,Action,Drama,Fantasy
Van Helsing,276660,120.18,12A,Hugh Jackman,Kate Beckinsale,Richard Roxburgh,Shuler Hensley,Action,Adventure,Fantasy
Miami Vice,120958,63.45,15,Colin Farrell,Jamie Foxx,Gong Li,Naomie Harris,Action,Adventure,Crime
The Fast and the Furious: Tokyo Drift,287792,62.51,12A,Lucas Black,Zachery Ty Bryan,Shad Moss,Damien Marzette,Action,Crime,Thriller
Murder Mystery,158845,N/A,12,Adam Sandler,Jennifer Aniston,Luke Evans,Terence Stamp,Action,Comedy,Crime
Sucker Punch,247639,36.39,12A,Emily Browning,Vanessa Hudgens,Abbie Cornish,Jena Malone,Action,Adventure,Fantasy
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,58690,78.66,U,Paige Turco,David Warner,Michelan Sisti,Leif Tilden,Action,Adventure,Comedy
Don't Breathe 2,66225,32.64,18,Stephen Lang,Madelyn Grace,Brendan Sexton III,Adam Young,Action,Crime,Horror
Godzilla: King of the Monsters,193244,110.5,12A,Kyle Chandler,Vera Farmiga,Millie Bobby Brown,Ken Watanabe,Action,Adventure,Fantasy
Exodus: Gods and Kings,173774,65.01,12A,Christian Bale,Joel Edgerton,Ben Kingsley,Sigourney Weaver,Action,Adventure,Drama
Hercules,161190,72.69,12A,Dwayne Johnson,John Hurt,Ian McShane,Joseph Fiennes,Action,Adventure,Fantasy
Unhinged,73126,20.83,15,Russell Crowe,Caren Pistorius,Gabriel Bateman,Jimmi Simpson,Action,Thriller,
Dante's Peak,95166,67.13,12,Pierce Brosnan,Linda Hamilton,Jamie Renée Smith,Jeremy Foley,Action,Adventure,Thriller
The Time Machine,127769,56.68,PG,Guy Pearce,Yancey Arias,Mark Addy,Phyllida Law,Action,Adventure,Sci-Fi
Those Who Wish Me Dead,66697,N/A,15,Angelina Jolie,Nicholas Hoult,Finn Little,Jon Bernthal,Action,Drama,Thriller
G.I,84651,48.17,15,Demi Moore,Viggo Mortensen,Anne Bancroft,Jason Beghe,Action,Drama,War
